school_name,school_city,school_state,school_type,school_div,school_domain,school_url
Pitt Community College,Greenville,NC,juco,div1,pittcc.edu,http://pittcc.edu
Queens University of Charlotte,Charlotte,NC,NCAA,div2,queens.edu,http://queens.edu
Randolph Community College,Asheboro,NC,,,randolph.edu,http://randolph.edu
Roanoke-Chowan Community College,Ahoskie,NC,,,roanokechowan.edu,http://roanokechowan.edu
Salem College,Winston-Salem,NC,NCAA,div3,salem.edu,http://salem.edu
Sampson Community College,Clinton,NC,,,sampsoncc.edu,http://sampsoncc.edu
Sandhills Community College,Pinehurst,NC,,,sandhills.edu,http://sandhills.edu
Saint Andrews University,Laurinburg,NC,,,sapc.edu,http://sapc.edu
Southeastern Community College,Whiteville,NC,juco,div1,sccnc.edu,http://sccnc.edu
Southeastern Baptist Theological Seminary,Wake Forest,NC,,,sebts.edu,http://sebts.edu
Shaw University,Raleigh,NC,NCAA,div2,shawu.edu,http://shawu.edu
Southwestern Community College,Sylva,NC,juco,div1,southwesterncc.edu,http://southwesterncc.edu
South Piedmont Community College,(multiple locations),NC,,,spcc.edu,http://spcc.edu
Stanly Community College,(multiple locations),NC,,,stanly.edu,http://stanly.edu
Saint Augustine's University,Raleigh,NC,NCAA,div2,st-aug.edu,http://st-aug.edu
University of North Carolina at Chapel Hill,Chapel Hill,NC,NCAA,div1,unc.edu,http://unc.edu
University of North Carolina Asheville,Asheville,NC,,,unca.edu,http://unca.edu
University of North Carolina Charlotte,Charlotte,NC,,,uncc.edu,http://uncc.edu
University of North Carolina Greensboro,Greensboro,NC,,,uncg.edu,http://uncg.edu
University of North Carolina Pembroke,Pembroke,NC,,,uncp.edu,http://uncp.edu
University of North Carolina School of the Arts,Winston-Salem,NC,,,uncsa.edu,http://uncsa.edu
University of North Carolina Wilmington,Wilmington,NC,,,uncw.edu,http://uncw.edu
Vance-Granville Community College,Henderson,NC,,,vgcc.edu,http://vgcc.edu
Wake Technical Community College,Raleigh,NC,juco,div1,waketech.edu,http://waketech.edu
Warren Wilson College,Asheville,NC,,,warren-wilson.edu,http://warren-wilson.edu
Western Carolina University,Cullowhee,NC,NCAA,div1,wcu.edu,http://wcu.edu
Wake Forest University,Winston-Salem,NC,NCAA,div1,wfu.edu,http://wfu.edu
Western Piedmont Community College,Morganton,NC,,,wpcc.edu,http://wpcc.edu
Winston-Salem State University,Winston-Salem,NC,,,wssu.edu,http://wssu.edu
Dakota College at Bottineau,Bottineau,ND,juco,div1,dakotacollege.edu,http://dakotacollege.edu
Mayville State University,Mayville,ND,naia,div2,mayvillestate.edu,http://mayvillestate.edu
Minot State University,Minot,ND,NCAA,div2,minotstateu.edu,http://minotstateu.edu
North Dakota State University,Fargo,ND,NCAA,div1,ndsu.edu,http://ndsu.edu
North Dakota University System,Bismarck,ND,,,ndus.edu,http://ndus.edu
Turtle Mountain Community College,Belcourt,ND,,,tm.edu,http://tm.edu
University of North Dakota,Grand Forks,ND,NCAA,div1,und.edu,http://und.edu
United Tribes Technical College,Bismarck,ND,,,utcc.edu,http://utcc.edu
Valley City State University,Valley City,ND,naia,div2,vcsu.edu,http://vcsu.edu
Williston State College,Williston,ND,juco,div1,willistonstate.edu,http://willistonstate.edu
Bellevue University,Bellevue,NE,naia,div2,bellevue.edu,http://bellevue.edu
Bryan College of Health Sciences,(multiple locations),NE,,,bryanhealth.com,http://bryanhealth.com
Creighton University,Omaha,NE,NCAA,div1,creighton.edu,http://creighton.edu
Chadron State College,Chadron,NE,NCAA,div2,csc.edu,http://csc.edu
Concordia University Nebraska,Seward,NE,,,cune.edu,http://cune.edu
Joseph's College,(multiple locations),NE,,,josephscollege.edu,http://josephscollege.edu
Little Priest Tribal College,Winnebago,NE,,,littlepriest.edu,http://littlepriest.edu
Mid-Plains Community College,North Platte,NE,,,mpcc.edu,http://mpcc.edu
University of Nebraska,Lincoln,NE,,,nebraska.edu,http://nebraska.edu
Northeast Community College,Norfolk,NE,juco,div1,northeast.edu,http://northeast.edu
Union College,Lincoln,NE,naia,div2,ucollege.edu,http://ucollege.edu
University of Nebraska at Kearney,Kearney,NE,NCAA,div2,unk.edu,http://unk.edu
University of Nebraska at Lincoln,Lincoln,NE,,,unl.edu,http://unl.edu
University of Nebraska Medical Center,Omaha,NE,,,unmc.edu,http://unmc.edu
University of Nebraska Omaha,Omaha,NE,NCAA,div1,unomaha.edu,http://unomaha.edu
Wayne State College,Wayne,NE,NCAA,div2,wsc.edu,http://wsc.edu
Saint Anselm College,Manchester,NH,NCAA,div2,anselm.edu,http://anselm.edu
Antioch University New England,Keene,NH,,,antiochne.edu,http://antiochne.edu
Community College System of New Hampshire,(multiple locations),NH,,,ccsnh.edu,http://ccsnh.edu
Colby Sawyer College,New London,NH,,,colby-sawyer.edu,http://colby-sawyer.edu
Dartmouth College,Hanover,NH,NCAA,div1,dartmouth.edu,http://dartmouth.edu
Phillips Exeter Academy,Exeter,NH,,,exeter.edu,http://exeter.edu
Granite State College,Concord,NH,,,granite.edu,http://granite.edu
Keene State College,Keene,NH,NCAA,div3,keene.edu,http://keene.edu
Manchester Community College,Manchester,NH,,,mccnh.edu,http://mccnh.edu
Mount Washington College,(multiple locations),NH,,,mountwashington.edu,http://mountwashington.edu
Nashua Community College,Nashua,NH,,,nashuacc.edu,http://nashuacc.edu
New England College,Henniker,NH,NCAA,div3,nec.edu,http://nec.edu
NHTI Concord's Community College,Concord,NH,,,nhti.edu,http://nhti.edu
Plymouth State University,Plymouth,NH,NCAA,div3,plymouth.edu,http://plymouth.edu
Rivier University,Nashua,NH,NCAA,div3,rivier.edu,http://rivier.edu
Southern New Hampshire University,Manchester,NH,NCAA,div2,snhu.edu,http://snhu.edu
University of New Hampshire,Durham,NH,NCAA,div1,unh.edu,http://unh.edu
White Mountains Community College,Berlin,NH,,,wmcc.edu,http://wmcc.edu
Atlantic Cape Community College,(multiple locations),NJ,juco,div1,atlantic.edu,http://atlantic.edu
Burlington County College,Pemberton,NJ,,,bcc.edu,http://bcc.edu
Bergen Community College,Paramus,NJ,juco,div1,bergen.edu,http://bergen.edu
Brookdale Community College,Lincroft,NJ,juco,div1,brookdalecc.edu,http://brookdalecc.edu
Centenary College of New Jersey,Hackettstown,NJ,NCAA,div3,centenarycollege.edu,http://centenarycollege.edu
Drew University,Madison,NJ,NCAA,div3,drew.edu,http://drew.edu
Eastwick College,Ramsey,NJ,,,eastwickcollege.edu,http://eastwickcollege.edu
Fairleigh Dickinson University,Hackensack,NJ,NCAA,div1,fdu.edu,http://fdu.edu
Felician College,Lodi,NJ,,,felician.edu,http://felician.edu
Fortis Institute,Lawrence Township,NJ,,,fortis.edu,http://fortis.edu
Georgian Court University,Lakewood,NJ,NCAA,div2,georgian.edu,http://georgian.edu
Kean University,Union,NJ,NCAA,div3,kean.edu,http://kean.edu
Mercer County Community College,West Windsor,NJ,juco,div1,mccc.edu,http://mccc.edu
Middlesex County College,Edison,NJ,juco,div1,middlesexcc.edu,http://middlesexcc.edu
Monmouth University,West Long Branch,NJ,NCAA,div1,monmouth.edu,http://monmouth.edu
Montclair State University,Montclair,NJ,NCAA,div3,montclair.edu,http://montclair.edu
New Jersey City University,Jersey City,NJ,NCAA,div3,njcu.edu,http://njcu.edu
New Jersey Institute of Technology,Newark,NJ,NCAA,div1,njit.edu,http://njit.edu
Ocean County College,Toms River,NJ,juco,div1,ocean.edu,http://ocean.edu
Princeton University,Princeton,NJ,NCAA,div1,princeton.edu,http://princeton.edu
Princeton Theological Seminary,Princeton,NJ,,,ptsem.edu,http://ptsem.edu
Ramapo College of New Jersey,Mahwah,NJ,,,ramapo.edu,http://ramapo.edu
Raritan Valley Community College,Branchburg,NJ,juco,div1,raritanval.edu,http://raritanval.edu
Rider University,Lawrenceville,NJ,NCAA,div1,rider.edu,http://rider.edu
Rowan University,Glassboro,NJ,NCAA,div3,rowan.edu,http://rowan.edu
Rutgers University,Piscataway Township,NJ,NCAA,div1,rutgers.edu,http://rutgers.edu
Seton Hall University,South Orange,NJ,NCAA,div1,shu.edu,http://shu.edu
Stenotech Career Institute,Piscataway Township,NJ,,,stenotech.edu,http://stenotech.edu
Stevens Institute of Technology,Hoboken,NJ,NCAA,div3,stevens.edu,http://stevens.edu
Stockton College,Galloway,NJ,,,stockton.edu,http://stockton.edu
Sussex County Community College,Newton,NJ,juco,div1,sussex.edu,http://sussex.edu
The College of New Jersey,Ewing,NJ,NCAA,div3,tcnj.edu,http://tcnj.edu
Thomas Edison State College,Trenton,NJ,,,tesc.edu,http://tesc.edu
William Paterson University,Wayne,NJ,NCAA,div3,wpunj.edu,http://wpunj.edu
County College of Morris,Randolph,NJ,juco,div1,ccm.edu,http://ccm.edu
Camden County College,(multiple locations),NJ,juco,div1,camdencc.edu,http://camdencc.edu
Passaic County Community College,Paterson,NJ,,,pccc.edu,http://pccc.edu
Ross University,North Brunswick,NJ,,,rossu.edu,http://rossu.edu
Central New Mexico,Albuquerque,NM,,,cnm.edu,http://cnm.edu
Eastern New Mexico University,Portales,NM,NCAA,div2,enmu.edu,http://enmu.edu
New Mexico Highlands University,Las Vegas,NM,NCAA,div2,nmhu.edu,http://nmhu.edu
New Mexico State University,Las Cruces,NM,NCAA,div1,nmsu.edu,http://nmsu.edu
New Mexico State University Alamogordo,Alamogordo,NM,,,nmsua.edu,http://nmsua.edu
New Mexico Institute of Mining and Technology,Socorro,NM,,,nmt.edu,http://nmt.edu
Northern New Mexico College,(multiple locations),NM,naia,div2,nnmc.edu,http://nnmc.edu
San Juan College,Farmington,NM,,,sanjuancollege.edu,http://sanjuancollege.edu
Southwestern College,Santa Fe,NM,naia,div2,swc.edu,http://swc.edu
Univeristy of New Mexico,Albuquerque,NM,,,unm.edu,http://unm.edu
University of the Southwest,Hobbs,NM,naia,div1,usw.edu,http://usw.edu
College of Southern Nevada,Henderson,NV,juco,div1,csn.edu,http://csn.edu
Great Basin College,Elko,NV,,,gbcnv.edu,http://gbcnv.edu
Pima Medical Institute,Las Vegas,NV,,,pmi.edu,http://pmi.edu
Sierra Nevada College,Incline Village,NV,naia,div2,sierranevada.edu,http://sierranevada.edu
Truckee Meadows Community College,Reno,NV,,,tmcc.edu,http://tmcc.edu
University of Nevada Las Vegas,Las Vegas,NV,,,unlv.edu,http://unlv.edu
University of Nevada Reno,Reno,NV,,,unr.edu,http://unr.edu
Western Nevada College,Carson City,NV,,,wnc.edu,http://wnc.edu
Adelphi University,Garden City,NY,NCAA,div2,adelphi.edu,http://adelphi.edu
University at Albany,Albany,NY,,,albany.edu,http://albany.edu
Alfred University,Alfred,NY,NCAA,div3,alfred.edu,http://alfred.edu
The American Musical and Dramatic Academy,New York,NY,,,amda.edu,http://amda.edu
ASA College,New York,NY,,,asa.edu,http://asa.edu
Bard College,Annandale-on-Hudson,NY,NCAA,div3,bard.edu,http://bard.edu
Barnard College,New York,NY,,,barnard.edu,http://barnard.edu
Binghamton University,Binghamton,NY,NCAA,div1,binghamton.edu,http://binghamton.edu
The College at Brockport,Brockport,NY,,,brockport.edu,http://brockport.edu
University at Buffalo,Buffalo,NY,NCAA,div1,buffalo.edu,http://buffalo.edu
Buffalo State University,Buffalo,NY,,,buffalostate.edu,http://buffalostate.edu
Cazenovia College,Cazenovia,NY,NCAA,div3,cazenovia.edu,http://cazenovia.edu
Clarkson University,Potsdam,NY,,,clarkson.edu,http://clarkson.edu
Clinton Community College,Plattsburgh,NY,,,clinton.edu,http://clinton.edu
The College of New Rochelle,New Rochelle,NY,,,cnr.edu,http://cnr.edu
Cobleskill University,Cobleskill,NY,,,cobleskill.edu,http://cobleskill.edu
Colgate University,Hamilton,NY,NCAA,div1,colgate.edu,http://colgate.edu
Columbia University in the City of New York,New York,NY,,,columbia.edu,http://columbia.edu
Concordia College New York,Bronxville,NY,,,concordia-ny.edu,http://concordia-ny.edu
The Cooper Union,New York,NY,,,cooper.edu,http://cooper.edu
Cornell University,Ithaca,NY,NCAA,div1,cornell.edu,http://cornell.edu
Cortland College,Cortland,NY,,,cortland.edu,http://cortland.edu
The City University of New York,New York,NY,,,cuny.edu,http://cuny.edu
The College of Westchester,White Plains,NY,,,cw.edu,http://cw.edu
Daemen College,Amherst,NY,NCAA,div2,daemen.edu,http://daemen.edu
Dominican College,Orangeburg,NY,NCAA,div2,dc.edu,http://dc.edu
Delhi State University of New York,Delhi,NY,,,delhi.edu,http://delhi.edu
Dowling College,Long Island,NY,,,dowling.edu,http://dowling.edu
D'Youville College,Buffalo,NY,NCAA,div3,dyc.edu,http://dyc.edu
Erie Community College State University of New York,Orchard Park,NY,,,ecc.edu,http://ecc.edu
Elim Bible Institute,Lima,NY,,,elim.edu,http://elim.edu
Elmira College,Elmira,NY,NCAA,div3,elmira.edu,http://elmira.edu
Empire State College,Saratoga Springs,NY,,,esc.edu,http://esc.edu
College of Environmental Science and Forestry,Syracuse,NY,,,esf.edu,http://esf.edu
Farmingdale State College,Farmingdale,NY,NCAA,div3,farmingdale.edu,http://farmingdale.edu
Fashion Institute of Technology,New York,NY,,,fitnyc.edu,http://fitnyc.edu
Finger Lakes Community College,Canandaigua,NY,juco,div1,flcc.edu,http://flcc.edu
Fordham University,Bronx,NY,NCAA,div1,fordham.edu,http://fordham.edu
Fredonia University,Fredonia,NY,,,fredonia.edu,http://fredonia.edu
Five Towns College,Long Island,NY,,,ftc.edu,http://ftc.edu
Geneseo University,Geneseo,NY,,,geneseo.edu,http://geneseo.edu
Globe Institute of Technology,New York,NY,,,globe.edu,http://globe.edu
The General Theological Seminary,New York,NY,,,gts.edu,http://gts.edu
Hamilton College,Clinton,NY,NCAA,div3,hamilton.edu,http://hamilton.edu
Hartwick College,Oneonta,NY,NCAA,div3,hartwick.edu,http://hartwick.edu
Herkimer College,Herkimer,NY,,,herkimer.edu,http://herkimer.edu
Hofstra University,Hempstead,NY,NCAA,div1,hofstra.edu,http://hofstra.edu
Hudson Valley Community College,Troy,NY,juco,div1,hvcc.edu,http://hvcc.edu
Hobart and William Smith Colleges,Geneva,NY,,,hws.edu,http://hws.edu
Institute of Design and Construction,Brooklyn,NY,,,idc.edu,http://idc.edu
Iona College,New Rochelle,NY,NCAA,div1,iona.edu,http://iona.edu
Ithaca College,Ithaca,NY,NCAA,div3,ithaca.edu,http://ithaca.edu
The Jewish Theological Seminary,New York,NY,,,jtsa.edu,http://jtsa.edu
The Juilliard School,New York,NY,,,juilliard.edu,http://juilliard.edu
Keuka College,Keuka Park,NY,NCAA,div3,keuka.edu,http://keuka.edu
Lehman College,Bronx,NY,NCAA,div3,lehman.edu,http://lehman.edu
Le Moyne,Syracuse,NY,,,lemoyne.edu,http://lemoyne.edu
Lim College,New York,NY,,,limcollege.edu,http://limcollege.edu
Long Island University,Brookville,NY,NCAA,div1,liu.edu,http://liu.edu
Manhattan College,Riverdale,NY,NCAA,div1,manhattan.edu,http://manhattan.edu
Marist College,Poughkeepsie,NY,NCAA,div1,marist.edu,http://marist.edu
Metropolitan College of New York,New York,NY,,,mcny.edu,http://mcny.edu
Mercy College,Dobbs Ferry,NY,NCAA,div2,mercy.edu,http://mercy.edu
Marymount Manhattan College,New York,NY,,,mmm.edu,http://mmm.edu
Monroe Community College,Rochester,NY,juco,div1,monroecc.edu,http://monroecc.edu
Morrisville State College,Morrisville,NY,NCAA,div3,morrisville.edu,http://morrisville.edu
Mount Saint Marry College,Newburgh,NY,,,msmc.edu,http://msmc.edu
Icahn School of Medicine at Mount Sinai,New York,NY,,,mssm.edu,http://mssm.edu
Manhattanville College,Purchase,NY,NCAA,div3,mville.edu,http://mville.edu
Nazareth College,Rochester,NY,NCAA,div3,naz.edu,http://naz.edu
Nassau Community College,Garden City,NY,juco,div1,ncc.edu,http://ncc.edu
New Paltz,New Paltz,NY,,,newpaltz.edu,http://newpaltz.edu
The New School,New York,NY,,,newschool.edu,http://newschool.edu
Niagara University,Niagara University,NY,NCAA,div1,niagara.edu,http://niagara.edu
Nyack College,Nyack,NY,NCAA,div2,nyack.edu,http://nyack.edu
New York College of Health Professions,Long Island,NY,,,nycollege.edu,http://nycollege.edu
New York Film Academy,New York,NY,,,nyfa.edu,http://nyfa.edu
New York Institute of Technology,Old Westbury,NY,NCAA,div2,nyit.edu,http://nyit.edu
New York University,New York,NY,,,nyu.edu,http://nyu.edu
State University of New York at Oneonta,Oneonta,NY,NCAA,div3,oneonta.edu,http://oneonta.edu
State University of New York at Oswego,Oswego,NY,NCAA,div3,oswego.edu,http://oswego.edu
Pace University,New York,NY,NCAA,div2,pace.edu,http://pace.edu
Paul Smith's College,Paul Smiths,NY,,,paulsmiths.edu,http://paulsmiths.edu
State University of New York at Plattsburgh,Plattsburgh,NY,NCAA,div3,plattsburgh.edu,http://plattsburgh.edu
State University of New York at Potsdam,Potsdam,NY,NCAA,div3,potsdam.edu,http://potsdam.edu
Pratt Institute,Brooklyn,NY,,,pratt.edu,http://pratt.edu
Purchase College,Purchase,NY,,,purchase.edu,http://purchase.edu
Rochester Institute of Technology,Rochester,NY,,,rit.edu,http://rit.edu
Roberts Wesleyan College,Rochester,NY,NCAA,div2,roberts.edu,http://roberts.edu
University of Rochester,Rochester,NY,NCAA,div3,rochester.edu,http://rochester.edu
Rensselaer Polytechnic Institute,Troy,NY,,,rpi.edu,http://rpi.edu
The Sages Colleges,Troy,NY,,,sage.edu,http://sage.edu
Saint Bonaventure University,Saint Bonaventure,NY,,,sbu.edu,http://sbu.edu
The New York Conservatory for Dramatic Arts,New York,NY,,,sft.edu,http://sft.edu
Siena College,Loudonville,NY,NCAA,div1,siena.edu,http://siena.edu
Saint John Fisher College,Rochester,NY,,,sjfc.edu,http://sjfc.edu
Skidmore College,Saratoga Springs,NY,NCAA,div3,skidmore.edu,http://skidmore.edu
Sarah Lawrence College,Yonkers,NY,NCAA,div3,slc.edu,http://slc.edu
Saint Bernard's School of Theology and Ministry,Rochester,NY,,,stbernards.edu,http://stbernards.edu
Saint John's University,Queens,NY,NCAA,div3,stjohns.edu,http://stjohns.edu
Saint Lawrence University,Canton,NY,,,stlawu.edu,http://stlawu.edu
Stony Brook University,Stony Brook,NY,NCAA,div1,stonybrook.edu,http://stonybrook.edu
Stony Brook Medicine,Stony Brook,NY,,,stonybrookmedicine.edu,http://stonybrookmedicine.edu
The College of Saint Rose,Albany,NY,,,strose.edu,http://strose.edu
State University of New York,(multiple locations),NY,,,suny.edu,http://suny.edu
State University of New York at Adirondack,Queensbury,NY,,,sunyacc.edu,http://sunyacc.edu
State University of New Institute of Technology,Utica,NY,,,sunyit.edu,http://sunyit.edu
Jamestown Community College,Jamestown,NY,juco,div1,sunyjcc.edu,http://sunyjcc.edu
Orange County Community College,Middletown,NY,juco,div1,sunyorange.edu,http://sunyorange.edu
Rockland Community College,Suffern,NY,juco,div1,sunyrockland.edu,http://sunyrockland.edu
Suffolk County Community College,(multiple locations),NY,juco,div1,sunysuffolk.edu,http://sunysuffolk.edu
Westchester Community College,Valhalla,NY,juco,div1,sunywcc.edu,http://sunywcc.edu
Syracuse University,Syracuse,NY,NCAA,div1,syr.edu,http://syr.edu
Tompkins Cortland Community College,Dryden,NY,juco,div1,tc3.edu,http://tc3.edu
The Touro College and University System,New York,NY,,,touro.edu,http://touro.edu
Touro College Jacob D. Fuchsberg Law Center,Central Islip,NY,,,tourolaw.edu,http://tourolaw.edu
Union College,Schenectady,NY,naia,div2,union.edu,http://union.edu
Upstate Medical University,Syracuse,NY,,,upstate.edu,http://upstate.edu
United States Military Academy West Point,West Point,NY,,,usma.edu,http://usma.edu
Utica College,Utica,NY,NCAA,div3,utica.edu,http://utica.edu
Vassar College,Poughkeepsie,NY,NCAA,div3,vassar.edu,http://vassar.edu
Wagner College,Staten Island,NY,NCAA,div1,wagner.edu,http://wagner.edu
Wells College,Aurora,NY,NCAA,div3,wells.edu,http://wells.edu
Yeshiva University,New York,NY,NCAA,div3,yu.edu,http://yu.edu
Canton State University of New York,Canton,NY,,,canton.edu,http://canton.edu
Excelsior College,Albany,NY,,,excelsior.edu,http://excelsior.edu
Culinary Institute of America,Hyde Park,NY,,,ciachef.edu,http://ciachef.edu
Ashland University,Ashland,OH,NCAA,div2,ashland.edu,http://ashland.edu
Aultman College of Nursing and Health Sciences,Canton,OH,,,aultmancollege.edu,http://aultmancollege.edu
Belmont College,Saint Clairsville,OH,,,belmontcollege.edu,http://belmontcollege.edu
Bowling Green State University,Bowling Green,OH,NCAA,div1,bgsu.edu,http://bgsu.edu
Baldwin Wallace University,Berea,OH,NCAA,div3,bw.edu,http://bw.edu
Capital University,Columbus,OH,NCAA,div3,capital.edu,http://capital.edu
Case Western Reserve University,Cleveland,OH,NCAA,div3,case.edu,http://case.edu
Cincinnati College of Mortuary Science,Cincinnati,OH,,,ccms.edu,http://ccms.edu
Cedarville University,Cedarville,OH,NCAA,div2,cedarville.edu,http://cedarville.edu
Central State University,Wilberforce,OH,NCAA,div2,centralstate.edu,http://centralstate.edu
Cincinnati State Technical and Community College,Cincinnati,OH,,,cincinnatistate.edu,http://cincinnatistate.edu
Central Ohio Technical College,Newark,OH,,,cotc.edu,http://cotc.edu
Columbus State Community College,Columbus,OH,,,cscc.edu,http://cscc.edu
Cleveland State University,Cleveland,OH,NCAA,div1,csuohio.edu,http://csuohio.edu
Western Reserve University,Cleveland,OH,,,cwru.edu,http://cwru.edu
Defiance College,Defiance,OH,NCAA,div3,defiance.edu,http://defiance.edu
Denison University,Granville,OH,NCAA,div3,denison.edu,http://denison.edu
The University of Findlay,Findlay,OH,,,findlay.edu,http://findlay.edu
Franklin University,Columbus,OH,,,franklin.edu,http://franklin.edu
Heidelberg University,Tiffin,OH,NCAA,div3,heidelberg.edu,http://heidelberg.edu
Hiram College,Hiram,OH,NCAA,div3,hiram.edu,http://hiram.edu
Hocking College,Nelsonville,OH,,,hocking.edu,http://hocking.edu
John Carroll University,University Heights,OH,NCAA,div3,jcu.edu,http://jcu.edu
Kettering College,Kettering,OH,,,kc.edu,http://kc.edu
Kent State University,Kent,OH,NCAA,div1,kent.edu,http://kent.edu
Kenyon College,Gambier,OH,NCAA,div3,kenyon.edu,http://kenyon.edu
Lakeland Community College,Kirtland,OH,juco,div1,lakelandcc.edu,http://lakelandcc.edu
Lima Central Catholic High School,Lima,OH,,,lcchs.edu,http://lcchs.edu
Lorain County Community College,Elyria,OH,juco,div1,lorainccc.edu,http://lorainccc.edu
Malone University,Canton,OH,NCAA,div2,malone.edu,http://malone.edu
Marietta College,Marietta,OH,NCAA,div3,marietta.edu,http://marietta.edu
Miami University,Oxford,OH,NCAA,div1,miamioh.edu,http://miamioh.edu
University of Mount Union,Alliance,OH,NCAA,div3,mountunion.edu,http://mountunion.edu
Mount Saint Joseph University,Cincinnati,OH,,,msj.edu,http://msj.edu
Muskingum University,New Concord,OH,NCAA,div3,muskingum.edu,http://muskingum.edu
Mount Vernon Nazarene University,Mount Vernon,OH,naia,div2,mvnu.edu,http://mvnu.edu
North Central State College,Mansfield,OH,,,ncstatecollege.edu,http://ncstatecollege.edu
Oberlin College and Conservatory,Oberlin,OH,,,oberlin.edu,http://oberlin.edu
Ohio University,Athens,OH,NCAA,div1,ohio.edu,http://ohio.edu
Ohio Dominican University,Columbus,OH,NCAA,div2,ohiodominican.edu,http://ohiodominican.edu
Ohio State University,Columbus,OH,,,osu.edu,http://osu.edu
Ohio Northern University,Ada,OH,NCAA,div3,onu.edu,http://onu.edu
Otterbein University,Westerville,OH,NCAA,div3,otterbein.edu,http://otterbein.edu
Owens Community College,Perrysburg,OH,juco,div1,owens.edu,http://owens.edu
Ohio Wesleyan University,Delaware,OH,NCAA,div3,owu.edu,http://owu.edu
University of Rio Grande,Rio Grande,OH,naia,div2,rio.edu,http://rio.edu
Shawnee State University,Portsmouth,OH,naia,div1,shawnee.edu,http://shawnee.edu
Sinclair Community College,Dayton,OH,juco,div1,sinclair.edu,http://sinclair.edu
Tiffin University,Tiffin,OH,NCAA,div2,tiffin.edu,http://tiffin.edu
Cuyahoga Community College,Cleveland,OH,juco,div1,tri-c.edu,http://tri-c.edu
The University of Akron,Akron,OH,,,uakron.edu,http://uakron.edu
University of Cincinnati,Cincinnati,OH,NCAA,div1,uc.edu,http://uc.edu
University of Cincinnati Blue Ash,Blue Ash,OH,,,ucblueash.edu,http://ucblueash.edu
University of Cincinnati Clermont,Batavia,OH,,,ucclermont.edu,http://ucclermont.edu
University of Dayton,Dayton,OH,NCAA,div1,udayton.edu,http://udayton.edu
Urbana University,Urbana,OH,NCAA,div2,urbana.edu,http://urbana.edu
Ursuline College,Pepper Pike,OH,NCAA,div2,ursuline.edu,http://ursuline.edu
University of Toledo,Toledo,OH,NCAA,div1,utoledo.edu,http://utoledo.edu
Walsh University,North Canton,OH,NCAA,div2,walsh.edu,http://walsh.edu
Wilmington College,Wilmington,OH,NCAA,div3,wilmington.edu,http://wilmington.edu
Wittenberg University,Springfield,OH,NCAA,div3,wittenberg.edu,http://wittenberg.edu
The College of Wooster,Wooster,OH,,,wooster.edu,http://wooster.edu
Wright State University,Dayton,OH,NCAA,div1,wright.edu,http://wright.edu
Xavier University,Cincinnati,OH,NCAA,div1,xavier.edu,http://xavier.edu
Youngstown State University,Youngstown,OH,NCAA,div1,ysu.edu,http://ysu.edu
Ohio State University,Columbia,OH,,,osu.edu,http://osu.edu
Cameron University,Lawton,OK,NCAA,div2,cameron.edu,http://cameron.edu
Connors State College,(multiple locations),OK,juco,div1,connorsstate.edu,http://connorsstate.edu
East Central University,Ada,OK,NCAA,div2,ecok.edu,http://ecok.edu
Langston University,Langston,OK,naia,div1,langston.edu,http://langston.edu
Mid-America Christian University,Oklahoma City,OK,naia,div1,macu.edu,http://macu.edu
Meridian Technology Center,Stillwater,OK,,,meridiantech.edu,http://meridiantech.edu
Northeastern State University,Tahlequah,OK,NCAA,div2,nsuok.edu,http://nsuok.edu
Northwestern Oklahoma State University,Alva,OK,NCAA,div2,nwosu.edu,http://nwosu.edu
Oklahoma Christian University,Edmond,OK,NCAA,div2,oc.edu,http://oc.edu
Oklahoma City Community College,Oklahoma City,OK,,,occc.edu,http://occc.edu
Oklahoma City University,Oklahoma City,OK,naia,div1,okcu.edu,http://okcu.edu
Oklahoma State University,Stillwater,OK,,,okstate.edu,http://okstate.edu
Oral Roberts University,Tulsa,OK,NCAA,div1,oru.edu,http://oru.edu
Oklahoma State University Institue of Technology,Okmulgee,OK,,,osuit.edu,http://osuit.edu
Oklahoma State University,Oklahoma City,OK,,,osuokc.edu,http://osuokc.edu
The University of Oklahoma,Norman,OK,,,ou.edu,http://ou.edu
The University of Oklahoma Health Sciences Center,Oklahoma City,OK,,,ouhsc.edu,http://ouhsc.edu
Rose State College,Oklahoma City,OK,juco,div1,rose.edu,http://rose.edu
Rogers State University,Claremore,OK,NCAA,div2,rsu.edu,http://rsu.edu
Southeastern Oklahoma State University,Durant,OK,NCAA,div2,se.edu,http://se.edu
Southwestern Christian University,Bethany,OK,naia,div1,swcu.edu,http://swcu.edu
Southwestern Oklahoma State Univeristy,Weatherford,OK,,,swosu.edu,http://swosu.edu
Tulsa Community College,Tulsa,OK,,,tulsacc.edu,http://tulsacc.edu
University of Central Oklahoma,Edmond,OK,NCAA,div2,uco.edu,http://uco.edu
University of Science and Arts of Oklahoma,Chickasha,OK,naia,div1,usao.edu,http://usao.edu
University of Tulsa,Tulsa,OK,NCAA,div1,utulsa.edu,http://utulsa.edu
Western Oklahoma State College,Altus,OK,juco,div1,wosc.edu,http://wosc.edu
Blue Mountain Community College,Pendleton,OR,,,bluecc.edu,http://bluecc.edu
Clatsop Community College,Astoria,OR,,,clatsopcc.edu,http://clatsopcc.edu
Central Oregon Community College,Bend,OR,,,cocc.edu,http://cocc.edu
Columbia School of English,Portland,OR,,,cs.edu,http://cs.edu
